id,description,text,account_value,actor_value,frame_value,llama_classification
id_1411274908651360258,Creativity & Democracy! @goteofunding ethical #crowdfunding. Digital #commons builder at @platoniq. @civio Advisory board #wilderparticipation #crowdvocacy,"The National Participatory Budget in Portugal: Opportunities and Challenges for Scaling up Citizen Participation in Policymaking, in Nelson Dias (org.) https://t.co/dgF2xd96tw via @academia #paper #participatorybudgets",Individual,Citizen,Dem,democracy
id_1297821657214545920,Helping people make thoughtful & inclusive decisions about the development of their cities by facilitating citizen participation & collective action.,How does participatory budgeting play a role in building sustainable and inclusive cities in Indonesia? Kota Kita Co-Founders John Taylor and @myrifai make a strong case for embracing people-based budgets in their latest article on @Urbanet_info: https://t.co/2l246IwqEY https://t.co/IgTz1eJxIW,Organisation,Civil,Dem,NA
id_1112069547878547457,"digital organizer, ✊ @mrssunion. queens native. willing to fight for someone i don't know. i hate the senate. he/him.","Participatory Budgeting is open! If you're in NYC, you can vote for how you'd like funds allocated for local initiatives. https://t.co/V2jzATWWZL https://t.co/xkpAtJdqOG",Individual,Citizen,Dem,NA
id_1008993789808205824,Building an inclusive democracy for the 21st century. UK-focused work and conversations from @demsoc. Making democracy work for everyone.,"Today is the day! This afternoon our @egwiltshire will be talking about digital participatory budgeting in London, at a workshop exploring PB generally. If you are interested, there are still spaces, and you can register here: https://t.co/JXHhKRUFDu",Organisation,Political,Dem,NA
id_742806859166318592,"City of Peterborough (#Ptbo) Councillor in Otonabee Ward 1, Little Lending Library Supporter, Ptbo Field Naturalist, Kayaker and Mom",My Peterborough Participatory Budgeting 2016 Ballot Survey 2 days left 2 vote!  Support community improvement #ptbo  https://t.co/fHgOj3Oidb,Individual,Political,Dem,democracy
id_793140816063651840,"Acting editor-in-chief, Social Europe. Expert adviser to the Council of Europe on intercultural integration. Footballer and foodie.",Left outside Brazil often starry-eyed on eg participatory budgeting in Porto Alegre. Yet PT felled by own corruption https://t.co/wdMGcm0i86,Individual,Media,Problems,justice
id_712040065585827842,Media Coach @MediaMinefield. Former 📺 News Anchor/Reporter. @WSUCougars Alum. Green Bay Packers fan. Retweets are not endorsements.,Masten District residents are starting Participatory Budgeting vote today. Possible projects are on display. https://t.co/B98OUtGCHf,Individual,Media,Dem,democracy
id_986214871737028610,"Multidisciplinary research team @TampereUni. Ongoing research projects: @OrsiStn @emergentcomm, among others!","Pauliina Lehtonen talks about elements of openness in participatory budgeting: #citizens get to set the agenda &amp; priorities, and make decisions. Citizens are active actors of governance (openness towards boundaries of participation). #ParticipatoryBudgeting #ketteräkaupunki https://t.co/7WWudg1nwZ",Organisation,Civil,Dem,democracy
id_716223662446223360,"Passionate about urban innovation and smart mobility.
Project Manager at PARK NOW. Co-founder of @FairBnB_coop.
Tweets in ENG & SPA","Most voted proposal 1 day after opening Madrid's participatory budgeting asks for a ""REAL BIKE LANE"" https://t.co/3zMyw7Nhgb @AbriendoMadrid",Individual,Citizen,Dem,democracy
id_1376925678893948931,"New York City Council Member, Husband, Father, and Proud Nerd. Lots of political and sci-fi tweets can be found here.","I’m one of just four Council members who set aside money this year for participatory budgeting.

1 of 4.

Read more about the 2021 PB ballot at https://t.co/4AB2ksgI7F via @UESPatch @nick_garber https://t.co/1ZQyIgXLDN",Individual,Citizen,Resources,NA
id_1131227343266172935,"Empowering members of our communities, young and old, to live happy, healthy, connected and fulfilling lives.",Our colleagues in Housing are also running a participatory budgeting event for housing environmental projects in Muirkirk this year &amp; are holding an open meeting on Tues 28 May @ 6pm in Muirkirk Community Centre for anyone who wants to find out more. See attached for details https://t.co/weVq3h3x8g,Organisation,Civil,Dem,NA
id_966937121641545728,National Anti-Corruption Campaign Steering Committee,The three-day workshop on Participatory Budgeting for Trans Nzoia and Taita Taveta CACCOCs came to a close at... https://t.co/PUAwcVtsYx,Organisation,Civil,Dem,NA
id_1067938784157855745,Cycling equity consultant & EDI Trainer | NYC's 1st People's Bike Mayor | Partnering to get communities of color cycling,"Participatory budgeting centers the voices of the most marginalized people through genuine, ongoing engagement",Individual,Citizen,Justice,democracy
id_589859564520083457,Climate/housing justice organizer. NYC native. Ran for office in a pandemic. She/her. https://t.co/XwdKkDBko0,Participatory budgeting is happening!!! I just voted for projects in my district. #PBNYC @bradlander http://t.co/jsP4MCFze9,Individual,Citizen,Dem,democracy
id_1017878294514032640,"Lawyer, former public defender. Progressive politics, racial justice, rooftop gardening. @NYWFP @WorkingFamilies (views mine)","Discussing innovative and critical initiatives around participatory democracy in cities like Jackson Miss., Chicago, Barcelona, and around the state of Texas.

Cooperative economies, citizen assemblies, participatory budgeting. #LP2018 https://t.co/NbbLUrTE0C",Individual,Citizen,Dem,democracy
id_1044506267107151873,"European Anti-Corruption Centre™: Global, original published data + translations re corruption, fraud, bribery etc: re firms & individuals in Europe + worldwide","""Why Has Participatory Budgeting Adoption Declined in Brazil"" https://t.co/rm5cb9Iiwu",Organisation,Civil,Problems,NA
id_726109267695165441,Associate Professor @RutgersSPAA| Researching #Nonprofits #Philanthropy #Volunteerism| Forever a student of #Life| Native #Midwesterner #Ohio| Views My Own,Session on participatory budgeting at global urban futures conference at #RutgersNewark #publicservice https://t.co/e7CToKL2kM,Individual,Edu,Dem,democracy
id_1085580206511980545,Our vision is to create a North Ayrshire that is Fair for All. See our plan ➡️https://t.co/BOQSBcafdr Monitored 8am-9pm weekdays & 10am-6pm weekends.,"Ahead of Arran's Participatory Budgeting event next month, an info session will be held on Monday at Ormidale Pavilion! Get involved and bid for up to £1000 to make a difference in your community! Application forms &amp; more info here: https://t.co/k7oQwSqmVq #ShapingNorthAyrshire https://t.co/d25BU1vzIG",Organisation,Political,Dem,NA
id_1367896601793036288,Chicago bike Dyke who loves cats and universal basic income😻. Co-founder of Better Streets Chicago @chi_streets Thoughts are my own.,The 49th ward already has participatory budgeting so IMO it's not a big stretch to have participatory democracy when it comes to how our streets are used. I'm not even saying to get rid of ALL the car storage. Let's see what people want.,Individual,Citizen,Dem,democracy
id_876958243880394755,VP & MD @GenevaGlobal | ex-EVP @Results4Dev & ex-co-chair @OpenGovPart | Built @GlobalIntegrity & @OpenGovHub | @DGateway and @ptfund boards | @PanMass rider,Cash Transfers and/or Participatory Budgeting Against Inequality? A research proposal from @oso  https://t.co/hvCQMvdojy,Individual,Citizen,Justice,NA
id_940632707285114880,"Political Reporter @WBEZ. Formerly, @WBEZeducation, @chicagonewscoop, @journalsentinel. Proud @UWMadison alumna. Thoughts here are my own.",What would you do with a million dollars? A closer look at participatory budgeting &amp; aldermanic menu money.  @WBEZCuriousCity,Individual,Media,Resources,NA
id_982528402946048006,"Presbyterian congregation in Central London, part of the Church of Scotland.  Hoping soon to re-open for public worship; meanwhile join us for services online.","Your Voice, Your Choice:
how the @churchscotland Participatory Budgeting initiative is offering communities the chance to decide how government funds should be spent in their area.
https://t.co/Ps1qNxmK7q",Organisation,Civil,Dem,NA
id_709565765406609412,Influencer | Lifestyle Vlogger |  Social Media Expert | Cricket Fan | Human Being(Most imp),"Delhi’s participatory budgeting, which gives ₹20 crore to each Assembly constituency is path-breaking, said Survey https://t.co/fiBBAnZ4fW",Individual,Media,Resources,NA
id_590194875418730497,New York’s Workforce Association Voice-Knowledge-Progress #FundWorkforceRecovery #InvestInSkillsNY #wkdev #Equity https://t.co/qhoPIZYDGE,A special note to the NYC Advocacy Academy class and alum; article on the City's participatory budgeting process http://t.co/yZWYRsyLoU,Organisation,Civil,Dem,democracy
id_722461077880049666,"Non-profit organization working to support artists, community, and creativity in Gowanus.","THANK YOU to everyone to came out to #vote in @PB_NYC! Soon, Gowanus will be home to 3 ""mobile artist studios"" https://t.co/TGOitjO00B",Organisation,Political,Dem,democracy
id_1379458689162153986,"NYC Council Member of District 38: Sunset Park, Red Hook, and parts of Greenwood Heights, Borough Park, and Windsor Terrace. Chair of Committee on Immigration.","👏👏The people’s budget 💵

Participatory Budgeting continues in District 38.

🗳 👉🏽 https://t.co/nZBDISFATk https://t.co/8ZQJjWHBsx",Individual,Political,Dem,NA
id_933039432382287873,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.",Have you seen the 15 key metrics for evaluating #ParticipatoryBudgeting? Check them out! The PB Research Board wants to help kick start YOUR PB research! https://t.co/Hj1Ngxx9Ak #PBPStudySession,Organisation,Civil,Dem,NA
id_1374395268163010565,"Official Twitter Account - County in the Community Registered Charity Number: 1172602 - Providing Opportunities, Enhancing Lives","This Saturday our #FitandFed video goes live at the @Mutual_Gain participatory budgeting event! We need your votes to help secure funding that will allow us to support young people across the city over the coming half terms 👏🏻⚽️🍏🥗🌭🧀🍌

Sign up ⬇️

https://t.co/GUEY5AjGUF https://t.co/Yn1vDc3QnG",Organisation,Political,Dem,NA
id_1112756032307167233,"Atlanta City Councilor, District 2 | https://t.co/gHJH8BufQj | Views are mine","City Council is on recess so, thanks to a @gmfus grant, I‘m in Europe to study approaches to participatory budgeting. 1st stop: Madrid, where each year they set aside €100M (!) for residents to decide how to spend. @DecideMadrid #GMFAction No public funds were used for this trip https://t.co/1Pb0Q8cRxb",Individual,Political,Dem,NA
id_586492939062226944,"I offer mindset, accountability, productivity, and support to business-minds who are looking to make success a lifestyle, not just an income bracket.","CITY COUNCIL DISTRICT 31 -
Participatory Budgeting (PB) process, residents are able to decide exactly what their... http://t.co/zIqudzxD2w",Individual,Citizen,Dem,democracy
